▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.68.115:3000
- Environments: .env.local
✓ Ready in 2.4s

 GET / 200 in 1928ms (next.js: 452ms, proxy.ts: 471ms, application-code: 1006ms)
 GET /api/reports/15da00ed-808d-437a-a918-3a2f432b418c/context?serverId=1467241339140968558 200 in 2.9s (next.js: 105ms, proxy.ts: 35ms, application-code: 2.8s)
 GET /api/reports?serverId=1467241339140968558&status=DISMISSED 200 in 1017ms (next.js: 32ms, proxy.ts: 23ms, application-code: 963ms)
 GET /api/reports?serverId=1467241339140968558&status=PENDING 200 in 1011ms (next.js: 10ms, proxy.ts: 13ms, application-code: 988ms)
 GET /api/reports/6de1c917-69e3-4676-88d4-285f254b3ef7/context?serverId=1467241339140968558 200 in 3.2s (next.js: 31ms, proxy.ts: 12ms, application-code: 3.1s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 12ms, proxy.ts: 11ms, application-code: 2.6s)
 GET /api/reports/15da00ed-808d-437a-a918-3a2f432b418c/context?serverId=1467241339140968558 200 in 2.9s (next.js: 47ms, proxy.ts: 17ms, application-code: 2.8s)
 GET /api/ping?ts=1782371600995 200 in 86ms (next.js: 28ms, proxy.ts: 32ms, application-code: 25ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 7ms, proxy.ts: 9ms, application-code: 2.4s)
 GET /api/dashboard/staff-notes?serverId=1467241339140968558&robloxUsername=NOOBJamie12345&robloxId=2692643028&discordId=953414442060746854 200 in 1404ms (next.js: 11ms, proxy.ts: 12ms, application-code: 1380ms)
 GET /api/dashboard/logs?serverId=1467241339140968558&limit=120&target=NOOBJamie12345&target=953414442060746854&target=2692643028 200 in 3.0s (next.js: 36ms, proxy.ts: 11ms, application-code: 3.0s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 10ms, proxy.ts: 24ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.8s (next.js: 8ms, proxy.ts: 9ms, application-code: 2.7s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 8ms, proxy.ts: 9ms, application-code: 2.6s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 14ms, proxy.ts: 17ms, application-code: 2.6s)
 GET /api/ping?ts=1782371630995 200 in 27ms (next.js: 7ms, proxy.ts: 8ms, application-code: 12ms)
 GET /api/stats 200 in 507ms (next.js: 8ms, proxy.ts: 8ms, application-code: 491ms)
 GET /api/posts 200 in 357ms (next.js: 8ms, proxy.ts: 7ms, application-code: 343ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 11ms, proxy.ts: 9ms, application-code: 2.7s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 10ms, proxy.ts: 12ms, application-code: 2.6s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 8ms, proxy.ts: 8ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 8ms, proxy.ts: 7ms, application-code: 2.4s)
 GET /api/ping?ts=1782371661010 200 in 32ms (next.js: 10ms, proxy.ts: 10ms, application-code: 13ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 31ms, proxy.ts: 43ms, application-code: 2.6s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 7ms, proxy.ts: 9ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 12ms, proxy.ts: 10ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.8s (next.js: 11ms, proxy.ts: 8ms, application-code: 2.7s)
 GET /api/ping?ts=1782371691001 200 in 54ms (next.js: 20ms, proxy.ts: 16ms, application-code: 18ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.8s (next.js: 9ms, proxy.ts: 9ms, application-code: 2.8s)
 GET /api/stats 200 in 504ms (next.js: 11ms, proxy.ts: 12ms, application-code: 481ms)
 GET /api/posts 200 in 400ms (next.js: 17ms, proxy.ts: 14ms, application-code: 369ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 8ms, proxy.ts: 8ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 6ms, proxy.ts: 8ms, application-code: 2.7s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 7ms, proxy.ts: 7ms, application-code: 2.7s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 16ms, proxy.ts: 7ms, application-code: 2.6s)
 GET /api/ping?ts=1782371721006 200 in 29ms (next.js: 11ms, proxy.ts: 9ms, application-code: 9ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.8s (next.js: 6ms, proxy.ts: 6ms, application-code: 2.8s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 19ms, proxy.ts: 10ms, application-code: 2.4s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 10ms, proxy.ts: 10ms, application-code: 2.4s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 11ms, proxy.ts: 6ms, application-code: 2.6s)
 GET /api/ping?ts=1782371751010 200 in 21ms (next.js: 5ms, proxy.ts: 9ms, application-code: 7ms)
 GET /api/stats 200 in 522ms (next.js: 17ms, proxy.ts: 17ms, application-code: 488ms)
 GET /api/posts 200 in 294ms (next.js: 7ms, proxy.ts: 6ms, application-code: 281ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 3.3s (next.js: 11ms, proxy.ts: 6ms, application-code: 3.3s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 3.1s (next.js: 9ms, proxy.ts: 8ms, application-code: 3.1s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 4ms, proxy.ts: 7ms, application-code: 2.4s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 7ms, proxy.ts: 5ms, application-code: 2.4s)
 GET /api/ping?ts=1782371781007 200 in 25ms (next.js: 5ms, proxy.ts: 10ms, application-code: 10ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 5ms, proxy.ts: 6ms, application-code: 2.4s)
 GET /api/reports?serverId=1467241339140968558&status=PENDING 200 in 941ms (next.js: 9ms, proxy.ts: 12ms, application-code: 920ms)
 GET /api/reports/15da00ed-808d-437a-a918-3a2f432b418c/context?serverId=1467241339140968558 200 in 3.0s (next.js: 33ms, proxy.ts: 12ms, application-code: 3.0s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 7ms, proxy.ts: 7ms, application-code: 2.4s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 7ms, proxy.ts: 5ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 6ms, proxy.ts: 10ms, application-code: 2.5s)
 GET /api/ping?ts=1782371811237 200 in 40ms (next.js: 11ms, proxy.ts: 14ms, application-code: 14ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 7ms, proxy.ts: 5ms, application-code: 2.4s)
 GET /api/stats 200 in 465ms (next.js: 6ms, proxy.ts: 6ms, application-code: 453ms)
 GET /api/posts 200 in 332ms (next.js: 4ms, proxy.ts: 4ms, application-code: 324ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 12ms, proxy.ts: 12ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 7ms, proxy.ts: 8ms, application-code: 2.6s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 6ms, proxy.ts: 10ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 7ms, proxy.ts: 12ms, application-code: 2.6s)
 GET /api/ping?ts=1782371841002 200 in 33ms (next.js: 5ms, proxy.ts: 7ms, application-code: 21ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 6ms, proxy.ts: 7ms, application-code: 2.5s)
✓ Compiled in 2.7s
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 5.8s (next.js: 18ms, proxy.ts: 29ms, application-code: 5.7s)
 GET /dashboard/1467241339140968558/live-panel 200 in 4.0s (next.js: 2.4s, proxy.ts: 331ms, application-code: 1234ms)
 GET / 200 in 901ms (next.js: 232ms, proxy.ts: 377ms, application-code: 292ms)
 GET /api/reports?serverId=1467241339140968558&status=PENDING 200 in 4.8s (next.js: 1387ms, proxy.ts: 326ms, application-code: 3.1s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 6.5s (next.js: 1123ms, proxy.ts: 319ms, application-code: 5.0s)
 GET /api/reports/15da00ed-808d-437a-a918-3a2f432b418c/context?serverId=1467241339140968558 200 in 7.1s (next.js: 3.1s, proxy.ts: 325ms, application-code: 3.7s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.9s (next.js: 18ms, proxy.ts: 24ms, application-code: 2.8s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 7ms, proxy.ts: 8ms, application-code: 2.5s)
 GET /api/ping?ts=1782371870995 200 in 64ms (next.js: 47ms, proxy.ts: 6ms, application-code: 12ms)
 GET /api/stats 200 in 668ms (next.js: 62ms, proxy.ts: 7ms, application-code: 599ms)
 GET /api/posts 200 in 388ms (next.js: 57ms, proxy.ts: 8ms, application-code: 322ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 13ms, proxy.ts: 6ms, application-code: 2.6s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.8s (next.js: 3ms, proxy.ts: 4ms, application-code: 2.8s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 4ms, proxy.ts: 4ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 5ms, proxy.ts: 6ms, application-code: 2.4s)
 GET /api/ping?ts=1782371901006 200 in 17ms (next.js: 4ms, proxy.ts: 5ms, application-code: 8ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 6ms, proxy.ts: 5ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 4ms, proxy.ts: 4ms, application-code: 2.4s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 6ms, proxy.ts: 5ms, application-code: 2.6s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 7ms, proxy.ts: 7ms, application-code: 2.6s)
 GET /api/ping?ts=1782371931238 200 in 40ms (next.js: 19ms, proxy.ts: 12ms, application-code: 9ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 11ms, proxy.ts: 8ms, application-code: 2.4s)
 GET /api/stats 200 in 570ms (next.js: 5ms, proxy.ts: 5ms, application-code: 559ms)
 GET /api/posts 200 in 302ms (next.js: 5ms, proxy.ts: 14ms, application-code: 284ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 4ms, proxy.ts: 4ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 4ms, proxy.ts: 6ms, application-code: 2.7s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 4ms, proxy.ts: 4ms, application-code: 2.4s)
 GET /api/ping?ts=1782371961237 200 in 15ms (next.js: 4ms, proxy.ts: 5ms, application-code: 6ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 6ms, proxy.ts: 7ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 4ms, proxy.ts: 6ms, application-code: 2.4s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 6ms, proxy.ts: 5ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 3ms, proxy.ts: 4ms, application-code: 2.5s)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 5ms, proxy.ts: 5ms, application-code: 2.5s)
 GET /api/ping?ts=1782372046237 200 in 37ms (next.js: 22ms, proxy.ts: 9ms, application-code: 6ms)
 GET /api/stats 200 in 946ms (next.js: 10ms, proxy.ts: 9ms, application-code: 926ms)
 GET /api/posts 200 in 374ms (next.js: 5ms, proxy.ts: 6ms, application-code: 363ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 3.6s (next.js: 30ms, proxy.ts: 9ms, application-code: 3.6s)
 GET /api/ping?ts=1782372106235 200 in 23ms (next.js: 11ms, proxy.ts: 7ms, application-code: 5ms)
 GET /api/stats 200 in 745ms (next.js: 5ms, proxy.ts: 5ms, application-code: 736ms)
 GET /api/posts 200 in 335ms (next.js: 4ms, proxy.ts: 4ms, application-code: 328ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.9s (next.js: 6ms, proxy.ts: 6ms, application-code: 2.9s)
 GET /api/ping?ts=1782372166237 200 in 36ms (next.js: 18ms, proxy.ts: 12ms, application-code: 6ms)
 GET /api/stats 200 in 511ms (next.js: 10ms, proxy.ts: 11ms, application-code: 490ms)
 GET /api/posts 200 in 311ms (next.js: 4ms, proxy.ts: 4ms, application-code: 304ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 27ms, proxy.ts: 10ms, application-code: 2.5s)
 GET /api/ping?ts=1782372226236 200 in 48ms (next.js: 31ms, proxy.ts: 9ms, application-code: 8ms)
 GET /api/stats 200 in 527ms (next.js: 17ms, proxy.ts: 11ms, application-code: 499ms)
 GET /api/posts 200 in 316ms (next.js: 4ms, proxy.ts: 5ms, application-code: 307ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 10ms, proxy.ts: 11ms, application-code: 2.6s)
 GET /api/ping?ts=1782372286238 200 in 25ms (next.js: 9ms, proxy.ts: 10ms, application-code: 5ms)
 GET /api/stats 200 in 569ms (next.js: 18ms, proxy.ts: 11ms, application-code: 541ms)
 GET /api/posts 200 in 316ms (next.js: 4ms, proxy.ts: 5ms, application-code: 307ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 25ms, proxy.ts: 11ms, application-code: 2.3s)
 GET /api/ping?ts=1782372346238 200 in 47ms (next.js: 27ms, proxy.ts: 13ms, application-code: 8ms)
 GET /api/stats 200 in 501ms (next.js: 10ms, proxy.ts: 10ms, application-code: 481ms)
 GET /api/posts 200 in 309ms (next.js: 5ms, proxy.ts: 5ms, application-code: 300ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 22ms, proxy.ts: 10ms, application-code: 2.5s)
 GET /api/stats 200 in 667ms (next.js: 11ms, proxy.ts: 12ms, application-code: 644ms)
 GET /api/posts 200 in 324ms (next.js: 6ms, proxy.ts: 9ms, application-code: 309ms)
 GET /api/ping?ts=1782372406235 200 in 25ms (next.js: 13ms, proxy.ts: 6ms, application-code: 6ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 7ms, proxy.ts: 5ms, application-code: 2.7s)
 GET /api/stats 200 in 484ms (next.js: 3ms, proxy.ts: 4ms, application-code: 476ms)
 GET /api/posts 200 in 303ms (next.js: 4ms, proxy.ts: 3ms, application-code: 296ms)
 GET /api/ping?ts=1782372466230 200 in 24ms (next.js: 13ms, proxy.ts: 6ms, application-code: 5ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.5s (next.js: 6ms, proxy.ts: 6ms, application-code: 2.5s)
 GET /api/stats 200 in 477ms (next.js: 3ms, proxy.ts: 4ms, application-code: 469ms)
 GET /api/posts 200 in 322ms (next.js: 5ms, proxy.ts: 5ms, application-code: 311ms)
 GET /api/ping?ts=1782372526241 200 in 25ms (next.js: 12ms, proxy.ts: 7ms, application-code: 6ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.4s (next.js: 7ms, proxy.ts: 7ms, application-code: 2.4s)
 GET /api/stats 200 in 519ms (next.js: 4ms, proxy.ts: 5ms, application-code: 510ms)
 GET /api/posts 200 in 320ms (next.js: 5ms, proxy.ts: 4ms, application-code: 312ms)
 GET /api/ping?ts=1782372586238 200 in 21ms (next.js: 8ms, proxy.ts: 6ms, application-code: 7ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.9s (next.js: 17ms, proxy.ts: 6ms, application-code: 2.8s)
 GET /api/stats 200 in 487ms (next.js: 5ms, proxy.ts: 6ms, application-code: 476ms)
 GET /api/posts 200 in 325ms (next.js: 4ms, proxy.ts: 5ms, application-code: 316ms)
 GET /api/ping?ts=1782372646234 200 in 27ms (next.js: 13ms, proxy.ts: 7ms, application-code: 7ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.7s (next.js: 7ms, proxy.ts: 6ms, application-code: 2.7s)
 GET /api/stats 200 in 517ms (next.js: 4ms, proxy.ts: 6ms, application-code: 507ms)
 GET /api/posts 200 in 308ms (next.js: 3ms, proxy.ts: 4ms, application-code: 301ms)
 GET /api/ping?ts=1782372706236 200 in 28ms (next.js: 9ms, proxy.ts: 10ms, application-code: 9ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 3.0s (next.js: 22ms, proxy.ts: 10ms, application-code: 2.9s)
 GET /api/stats 200 in 652ms (next.js: 4ms, proxy.ts: 4ms, application-code: 644ms)
 GET /api/posts 200 in 322ms (next.js: 5ms, proxy.ts: 4ms, application-code: 313ms)
 GET /api/ping?ts=1782372766241 200 in 26ms (next.js: 13ms, proxy.ts: 6ms, application-code: 7ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 7ms, proxy.ts: 6ms, application-code: 2.6s)
 GET /api/stats 200 in 665ms (next.js: 6ms, proxy.ts: 5ms, application-code: 654ms)
 GET /api/posts 200 in 348ms (next.js: 4ms, proxy.ts: 8ms, application-code: 336ms)
 GET /api/ping?ts=1782372826232 200 in 29ms (next.js: 14ms, proxy.ts: 9ms, application-code: 6ms)
 GET /api/dashboard/live-panel?serverId=1467241339140968558&cleanupStale=true 200 in 2.6s (next.js: 8ms, proxy.ts: 6ms, application-code: 2.6s)
 GET /api/stats 200 in 492ms (next.js: 5ms, proxy.ts: 6ms, application-code: 481ms)
